city_code,zip_code,latitude,longitude
chanoy,52260,47.920884883,5.284571137
chanoz chatenay,1400,46.185700461,5.028865152
chanteau,45400,47.976357067,1.964841011
chantecoq,45320,48.043038046,2.970627791
chanteheux,54300,48.593516278,6.537718102
chanteix,19330,45.31270678,1.622973537
chantelle,3140,46.236036911,3.15949516
chanteloup,79320,46.762563902,-0.505105204
chanteloup,50510,48.893362693,-1.481453933
chanteloup,35150,47.954056451,-1.624807759
chanteloup en brie,77600,48.858225613,2.740089519
chanteloup les bois,49340,47.085050291,-0.6914313590000001
chanteloup les vignes,78570,48.975853364,2.032251522
chantemerle,51260,48.618810463,3.644036691
chantemerle les bles,26600,45.123167248,4.889283919
chantemerle les grignan,26230,44.405230957,4.83486248
chantemerle sur la soie,17380,45.973267164,-0.6439410210000001
chantenay st imbert,58240,46.739394926,3.171626668
chantenay villedieu,72430,47.92013469,-0.154561207
chanteperier,38740,44.958823507,5.980688233
chantepie,35135,48.082025446,-1.603859478
chanterac,24190,45.167425705,0.437967488
chanteraine,55500,48.678496668,5.390440796
chanterelle,15190,45.377152303,2.83372224
chantes,70360,47.623944214,5.926585648
chantesse,38470,45.245427955,5.447401814
chanteuges,43300,45.068477838,3.530703708
chantillac,16360,45.326153266,-0.256020443
chantilly,60500,49.176354477,2.481195597
chantonnay,85110,46.669186164,-1.044128773
chantraine,88000,48.167292057,6.419648231
chantraines,52700,48.216087799,5.241619129
chantrans,25330,47.047745204,6.162728603
chantrigne,53300,48.412837145,-0.559449878
chanu,61800,48.722533251,-0.6726973190000001
chanverrie,85130,46.951033675,-0.982363964
chanville,57580,49.042569205,6.438963347
chaon,41600,47.61213366,2.162712645
chaouilley,54330,48.44125449,6.066218382
chaource,10210,48.055280742,4.139381842
chaourse,2340,49.70058224,3.985961293
chapaize,71460,46.552649933,4.736270614
chapareillan,38530,45.46160833,5.958169011
chapdes beaufort,63230,45.892787751,2.855745127
chapdeuil,24320,45.342854164,0.466580602
chapeau,3340,46.492309037,3.515416106
chapeiry,74540,45.839289222,6.039025052
chapelaine,51290,48.579155356,4.481350245
chapelle d huin,25270,46.933904505,6.165710055
chapelle des bois,25240,46.606943416,6.108095211
chapelle guillaume,28330,48.119243102,0.8932169440000001
chapelle royale,28290,48.153227036,1.044112828
chapelle spinasse,19300,45.358560505,2.051487468
chapelle vallon,10700,48.434389421,4.042486483
chapelle viviers,86300,46.469779785,0.731845857
chapelle voland,39140,46.800548231,5.380971843
chapelon,45270,48.03659441,2.577495613
chapet,78130,48.968308805,1.938957991
chapois,39300,46.833446191,5.966252573
chaponnay,69970,45.628396031,4.950253819
chaponost,69630,45.709062191,4.7455484210000005
chappes,63720,45.865167688,3.226533798
chappes,10260,48.166018118,4.257320906
chappes,3390,46.382843064,2.944160519
chappes,8220,49.60753439,4.279545642
chaptelat,87270,45.917524842,1.246884523
chaptuzat,63260,46.030202786,3.170496458
charancieu,38490,45.520858846,5.57920159
charantonnay,38790,45.53857748,5.115814026
charavines,38850,45.42753214,5.517700523
charbogne,8130,49.506558111,4.5900348950000005
charbonnat,71320,46.77913877,4.114468451
charbonnier les mines,63340,45.418325867,3.281951666
charbonnieres,28330,48.189439258,0.943689159
charbonnieres,71260,46.3890196,4.831901473
charbonnieres les bains,69260,45.780108492,4.743248388
charbonnieres les varennes,63410,45.898156322,2.979598114
charbonnieres les vieilles,63410,45.991528317,3.007332598
charbuy,89113,47.828678603,3.466232036
charcenne,70700,47.368718767,5.777058236
charchigne,53250,48.414576656,-0.407461733
charchilla,39260,46.468877408,5.71578436
charcier,39130,46.629359535,5.763716372
chard,23700,45.949502584,2.490612937
chardeny,8400,49.419323662,4.594755074
chardogne,55000,48.827548373,5.13067774
chardonnay,71700,46.508705374,4.849238642
chareil cintrat,3140,46.265847869,3.229078988
charencey,21690,47.419930682,4.670405019
charencey,61190,48.64116285,0.7700685540000001
charency,39250,46.766948662,5.991886106
charency vezin,54260,49.484650582,5.514873245
charens,26310,44.54286183,5.509191265
charensat,63640,45.983594058,2.643809635
charentay,69220,46.084194615,4.689587262
charentenay,89580,47.644324094,3.556100915
charentilly,37390,47.469135088,0.5951057040000001
charenton du cher,18210,46.742681088,2.653037664
charenton le pont,94220,48.822572708,2.406597157
charentonnay,18140,47.141868107,2.86940835
charette,38390,45.805109681,5.362232752
charette varennes,71270,46.900768503,5.196843397
charey,54470,48.99642018,5.865152157
charezier,39130,46.614530533,5.726955677
charge,37530,47.431347914,1.041099759
chargey les gray,70100,47.493122116,5.579257445
chargey les port,70170,47.729246081,5.996663707
chariez,70000,47.619906682,6.078831504
charigny,21140,47.43327213,4.4210214180000005
charix,1130,46.185606234,5.680768417
charlas,31350,43.234779746,0.6921606250000001
charleval,27380,49.380296058,1.389750328
charleval,13350,43.721134572,5.245429708
charleville,51120,48.801743624,3.658399503
charleville mezieres,8000,49.775018299,4.717044422
charleville sous bois,57220,49.195135643,6.406078443
charlieu,42190,46.166546934,4.174711683
charly,18350,46.902448553,2.762930024
charly,69390,45.650878986,4.790358557
charly oradour,57640,49.176626166,6.246439241
charly sur marne,2310,48.987508694,3.292271602
charmauvillers,25470,47.231685361,6.917276817
charme,16140,45.950256063,0.11989774
charmeil,3110,46.160385868,3.393089826
charmensac,15500,45.226321485,3.075430141
charmentray,77410,48.951117672,2.779143747
charmes,21310,47.372195692,5.350008878
charmes,3800,46.082628309,3.246438788
charmes,2800,49.650915124,3.384799677
charmes,88130,48.384835262,6.318579588
charmes,52360,47.920299924,5.35492061
charmes en l angle,52110,48.359141477,4.997526367
charmes la cote,54113,48.624916847,5.827122284
charmes la grande,52110,48.38405732,4.995951165
charmes st valbert,70120,47.73151239,5.708287905
charmes sur l herbasse,26260,45.157465918,5.015484173
charmes sur rhone,7800,44.867072026,4.833611493
charmoille,25380,47.239619958,6.668304439
charmoille,70000,47.672212254,6.111920196
charmois,54360,48.534497397,6.388877379
charmois,90140,47.579520506,6.941953012
charmois devant bruyeres,88460,48.171174377,6.592135068
charmois l orgueilleux,88270,48.091252135,6.261406922
charmont,51330,48.868868031,4.870585898
charmont,95420,49.137757434,1.790310096
charmont en beauce,45480,48.237667513,2.115249246
charmont sous barbuise,10150,48.415367578,4.180724548
charmoy,89400,47.941967401,3.493658019
charmoy,10290,48.393365153,3.580853946
charmoy,71710,46.769261226,4.315549322
charnas,7340,45.342642826,4.732460904
charnat,63290,45.944851182,3.434415747
charnay,69380,45.891437568,4.660652682
charnay,25440,47.128364718,5.9508820710000006
charnay les chalon,71350,46.934387162,5.084035968
charnay les macon,71850,46.304557904,4.787687073
charnecles,38140,45.342179824,5.527061017
charnizay,37290,46.916147821,0.990944083
charnod,39240,46.337094021,5.493503925
charnois,8600,50.102377505,4.831635488
charnoz sur ain,1800,45.874182776,5.221971236
charny,21350,47.331625283,4.426160609
charny,77410,48.969607617,2.756065855
charny le bachot,10380,48.538570021,3.95263658
charny oree de puisaye,89120,47.872404876,3.121924414
charny sur meuse,55100,49.203641574,5.342416502
charolles,71120,46.447152763,4.280132798
charols,26450,44.589770946,4.954602626
charonville,28120,48.283356107,1.310299079
charost,18290,46.991882377,2.129048168
charpentry,55270,49.257361412,5.041665338
charpey,26300,44.943465377,5.079788339
charpont,28500,48.695927164,1.432210581
charquemont,25140,47.201962155,6.842410599
charraix,43300,45.025802904,3.5596283470000003
charras,16380,45.544483609,0.428799931
charre,64190,43.310776556,-0.855337714
charrecey,71510,46.835999083,4.667864991
charrey sur saone,21170,47.099107946,5.154042673
charrey sur seine,21400,47.952829103,4.53964668
charrin,58300,46.798540174,3.595994791
charritte de bas,64130,43.295149615,-0.8970841570000001
charron,23700,46.037347051,2.564525434
charron,17230,46.293350734,-1.080399527
charroux,3140,46.182222689,3.164572765
charroux,86250,46.140245661,0.415236123
chars,95750,49.157814702,1.930801042
charsonville,45130,47.92836097,1.574693529
chartainvilliers,28130,48.543442181,1.545663921
charteves,2400,49.089938422,3.50886325
chartres,28000,48.447093224,1.505663165
chartres de bretagne,35131,48.044923778,-1.706450506
chartrettes,77590,48.494405785,2.712859871
chartrier ferriere,19600,45.058245646,1.43447949
chartronges,77320,48.750903995,3.263044772
chartuzac,17130,45.337477317,-0.416470405
charvieu chavagneux,38230,45.739842205,5.1514018870000005
charvonnex,74370,45.982952946,6.156954101
chas,63160,45.747275025,3.306585745
chaserey,10210,47.953105496,4.074163213
chasnais,85400,46.445900746,-1.238149284
chasnay,58350,47.239315736,3.171707015
chasne sur illet,35250,48.23539,-1.571415519
chaspinhac,43700,45.087825889,3.930526882
chaspuzac,43320,45.065288356,3.750140038
chassagne,63320,45.493261113,3.062490763
chassagne montrachet,21190,46.932711218,4.727485404
chassagne st denis,25290,47.083352652,6.111262051
chassagnes,43230,45.219629702,3.550253413
chassaignes,24600,45.254407531,0.24985838
chassal molinges,39360,46.357518899,5.778193947
chassant,28480,48.292082738,1.067964146
chasse sur rhone,38670,45.579699846,4.814194465
chasselas,71570,46.278231757,4.718593544
chasselay,38470,45.261048094,5.341309669
chasselay,69380,45.874873659,4.770535708
chassemy,2370,49.377956997,3.5022180460000003
chassenard,3510,46.44192661,3.973362997
chasseneuil,36800,46.657296934,1.493910463
chasseneuil du poitou,86360,46.651847985,0.361993157
chasseneuil sur bonnieure,16260,45.824272055,0.441407126
chassenon,16150,45.85150362,0.7729125640000001
chassey,21150,47.473966075,4.443788599
chassey beaupre,55130,48.446480084,5.438298915
chassey le camp,71150,46.8872571,4.703161352
chassey les montbozon,70230,47.523824955,6.327023675
chassey les scey,70360,47.643642053,5.985550871
chassiecq,16350,45.95081475,0.368326233
chassiers,7110,44.566071049,4.301942115
chassieu,69680,45.738130623,4.962276664
chassignelles,89160,47.767299525,4.195384665
chassignieu,38730,45.500993724,5.512382694
chassignolles,36400,46.529065993,1.935874167
chassignolles,43440,45.39986735,3.48684789
chassigny,52190,47.718272906,5.382689882
chassigny sous dun,71170,46.23744206,4.292502898
chassille,72540,48.021036947,-0.126350813
chassors,16200,45.710801388,-0.20615224
chassy,89110,47.848796857,3.330216307
chassy,71130,46.583331273,4.111563606
chassy,18800,47.043226173,2.832949418
chastanier,48300,44.722962493,3.753156275
chasteaux,19600,45.082982044,1.46755336
chastel,43300,45.063279795,3.321553874
chastel arnaud,26340,44.659465081,5.209842724
chastel nouvel,48000,44.570885741,3.49236325
chastellux sur cure,89630,47.385609489,3.884444367
chastreix,63680,45.512515657,2.753686777
chatain,86250,46.072061964,0.437783344
chataincourt,28270,48.692530203,1.233931173
chatas,88210,48.364989844,7.038487892
chateau,71250,46.421680249,4.593109718
chateau arnoux st auban,4600,44.085162023,5.992381899
chateau bernard,38650,44.981710586,5.564000025
chateau brehain,57340,48.89878612,6.522449326
chateau chalon,39210,46.759243277,5.648414693
chateau chervix,87380,45.590211743,1.356544952
chateau chinon campagne,58120,47.056030507,3.940813828
chateau chinon ville,58120,47.062663623,3.927685874
chateau gaillard,1500,45.972849668,5.307314958
chateau garnier,86350,46.25984769,0.44044794
chateau gontier sur mayenne,53200,47.824620216,-0.698757633
chateau guibert,85320,46.574300011,-1.255284093
chateau l abbaye,59230,50.485922438,3.474982162
chateau l eveque,24460,45.25918194,0.6864429240000001
chateau l hermitage,72510,47.802201861,0.199580448
chateau la valliere,37330,47.526643435,0.326208603
chateau landon,77570,48.148452355,2.699984414
chateau larcher,86370,46.416003276,0.300936856
chateau porcien,8360,49.534281352,4.247176814
chateau renard,45220,47.926612082,2.92235711
chateau renault,37110,47.592574325,0.909050912
chateau rouge,57320,49.284156839,6.59533254
chateau salins,57170,48.819588558,6.492810877
chateau sur allier,3320,46.781670363,2.987525088
chateau sur cher,63330,46.116544214,2.56911668
chateau sur epte,27420,49.200280252,1.659578055
chateau thebaud,44690,47.115742897,-1.438273105
chateau thierry,2400,49.056425662,3.381541175
chateau verdun,9310,42.781483366,1.677300872
chateau ville vieille,5350,44.767523084,6.800176377
chateau voue,57170,48.84683928,6.627363491
chateaubernard,16100,45.672181813,-0.31550946
chateaubleau,77370,48.582510465,3.108747156
chateaubourg,7130,44.986879772,4.838348977
chateaubourg,35220,48.119808108,-1.40403902
chateaubriant,44110,47.722177077,-1.386837604
chateaudouble,26120,44.899415735,5.091112424
chateaudouble,83300,43.623888872,6.435755229
chateaudun,28200,48.07664637,1.326441218
chateaufort,4250,44.27547618,6.029886999
chateaufort,78117,48.739095128,2.095233331
chateaugay,63119,45.854182116,3.092575901
chateaugiron,35410,48.048968229,-1.474638706
chateaulin,29150,48.202954677,-4.073746337
chateaumeillant,18370,46.554632965,2.206729112
chateauneuf,85710,46.916928355,-1.925666194
chateauneuf,73390,45.547828468,6.181464324
chateauneuf,71740,46.210723677,4.26048085
chateauneuf,21320,47.219410354,4.651494434
chateauneuf,42800,45.514757957,4.634018476
chateauneuf d entraunes,6470,44.163644006,6.834818939
chateauneuf d ille et vilaine,35430,48.558025261,-1.928494794
chateauneuf d oze,5400,44.505342688,5.898098469
chateauneuf de bordette,26110,44.336806994,5.17086927
chateauneuf de gadagne,84470,43.928059236,4.942552354
chateauneuf de galaure,26330,45.23598326,4.95925674
chateauneuf de randon,48170,44.64821779,3.685657885
chateauneuf de vernoux,7240,44.924651746,4.642344359
chateauneuf du faou,29520,48.18882094,-3.820859301
chateauneuf du pape,84230,44.060037857,4.827345437
chateauneuf du rhone,26780,44.503480345,4.724639081
chateauneuf en thymerais,28170,48.588691406,1.237725005
chateauneuf grasse,6740,43.663657239,6.970601427
chateauneuf la foret,87130,45.69511031,1.610642484
chateauneuf le rouge,13790,43.491237842,5.568948172
chateauneuf les bains,63390,46.025294708,2.886988417
chateauneuf les martigues,13220,43.386142986,5.147657914
chateauneuf miravail,4200,44.153306084,5.717664446
chateauneuf sur charente,16120,45.596348024,-0.051613882
chateauneuf sur cher,18190,46.866777538,2.339261561
chateauneuf sur isere,26300,45.009701742,4.95266081
chateauneuf sur loire,45110,47.885167231,2.232057344
chateauneuf val de bargis,58350,47.284115285,3.21602077
chateauneuf val st donat,4200,44.095475506,5.931054412
chateauneuf villevieille,6390,43.798767478,7.29491499
chateauponsac,87290,46.130993131,1.281021833
chateauredon,4270,44.026463243,6.224593363
chateaurenard,13160,43.882096929,4.8396491820000005
chateauroux,36000,46.803185478,1.693667983
chateauroux les alpes,5380,44.642288128,6.483329998
chateauvert,83670,43.501301323,6.01101037
chateauvieux,5000,44.484012446,6.051588244
chateauvieux,41110,47.219945363,1.360985836
chateauvieux,83840,43.788294257,6.596183055
chateauvieux les fosses,25840,47.056818017,6.200847925
chateauvilain,38300,45.513744667,5.330452294
chateauvillain,52120,48.029055739,4.932784966
chatel,74390,46.24886452,6.816892781
chatel censoir,89660,47.523409592,3.638273056
chatel chehery,8250,49.278689616,4.952207336
chatel de joux,39130,46.52980412,5.809442391
chatel de neuvre,3500,46.415858765,3.29864446
chatel en trieves,38710,44.828927672,5.82703429
chatel gerard,89310,47.628044165,4.105014987
chatel guyon,63140,45.92073159,3.062516035
chatel montagne,3250,46.100334912,3.716431682
chatel moron,71510,46.791182391,4.637911992
chatel st germain,57160,49.131902666,6.064914016
chatel sur moselle,88330,48.31992268,6.401003984
chatelaillon plage,17340,46.072227082,-1.083037154
chatelain,53200,47.806795651,-0.596707952
chatelard,23700,45.964034257,2.467491993
chatelaudren plouagat,22170,48.530385904,-2.989575344
chatelay,39380,47.05768356,5.6977572080000005
chatelblanc,25240,46.665307088,6.10658003
chateldon,63290,45.973646442,3.552708929
chatellenot,21320,47.23753912,4.487781795
chatellerault,86100,46.815597468,0.552729712
chatelneuf,42940,45.638892654,3.979318564
chatelneuf,39300,46.666424236,5.9120270690000005
chatelperron,3220,46.397163609,3.63314167
chatelraould st louvent,51300,48.662375835,4.516069485
chatelus,3120,46.197821436,3.725356483
chatelus,42140,45.589690421,4.461824538
chatelus,38680,45.054210923,5.390510086
chatelus le marcheix,23430,46.006877275,1.625423525
chatelus malvaleix,23270,46.297231706,2.032944012
chatenay,28700,48.355202806,1.883457008
chatenay,1320,46.025881406,5.204590322
chatenay,71800,46.291713576,4.382955203
chatenay,38980,45.329347115,5.229054633
chatenay en france,95190,49.064897361,2.462793667
chatenay macheron,52200,47.856426569,5.388730788
chatenay malabry,92290,48.768150824,2.263584321
chatenay sur seine,77126,48.420082052,3.094788304
chatenay vaudin,52360,47.851662199,5.448903854
chatenet,17210,45.298495024,-0.29225319
chateney,70240,47.697301703,6.318254477
chatenois,88170,48.309334425,5.826499784
chatenois,67730,48.280005609,7.386850609
chatenois,39700,47.150196909,5.546304287
chatenois,70240,47.684281324,6.319420487
chatenois les forges,90700,47.559122362,6.83351672
chatenoy,45260,47.916024151,2.405500661
chatenoy,77167,48.230985344,2.627871561
chatenoy en bresse,71380,46.793351065,4.913485165
chatenoy le royal,71880,46.788690647,4.806221026
chatignac,16480,45.348279025,-0.003901347
chatignonville,91410,48.469412834,1.932111437
chatillon,39130,46.663026475,5.727169626
chatillon,3210,46.462232099,3.129386024
chatillon,69380,45.87072852,4.64201228
chatillon,92320,48.80363284,2.288340335
chatillon coligny,45230,47.823245674,2.875299814
chatillon en bazois,58110,47.055289103,3.658221396
chatillon en diois,26410,44.727672729,5.527827656
chatillon en vendelais,35210,48.22885041,-1.164752374
chatillon guyotte,25640,47.327974033,6.168672224
chatillon la borde,77820,48.537902393,2.826897836
chatillon la palud,1320,45.974829804,5.241474204
chatillon le duc,25870,47.305284851,6.001151018
chatillon le roi,45480,48.163603961,2.101171707
chatillon les sons,2270,49.761912822,3.702869899
chatillon sous les cotes,55400,49.13880855,5.512570041
chatillon st jean,26750,45.095778044,5.134455334
chatillon sur broue,51290,48.546752758,4.700635315
chatillon sur chalaronne,1400,46.122927177,4.957950327
chatillon sur cher,41130,47.286398373,1.484104836
chatillon sur cluses,74300,46.089415284,6.578139223
chatillon sur colmont,53100,48.335645315,-0.7584263280000001
chatillon sur indre,36700,46.991765821,1.174471224
chatillon sur loire,45360,47.572024061,2.735594308
chatillon sur marne,51700,49.102743099,3.765997149
chatillon sur morin,51310,48.6978067,3.588658187
chatillon sur oise,2240,49.793931936,3.416909399
chatillon sur saone,88410,47.949170182,5.877555312
chatillon sur seine,21400,47.858369131,4.591958657
chatillon sur thouet,79200,46.67291007,-0.260355131
chatin,58120,47.102931601,3.882450813
chatonnay,38440,45.477030195,5.22243665
chatonrupt sommermont,52300,48.472119212,5.099885562
chatou,78400,48.896391692,2.153571449
chatres,77610,48.713003578,2.815655847
chatres,10510,48.492853813,3.836312283
chatres,24120,45.187238517,1.195024318
chatres sur cher,41320,47.299283452,1.930011799
chatrices,51800,49.039934529,4.9461224040000005
chattancourt,55100,49.21670965,5.265685125
chatte,38160,45.139949819,5.279511279
chatuzange le goubet,26300,45.010890489,5.096564365
chaucenne,25170,47.28485,5.895165901
chauchailles,48310,44.792897417,3.074029501
chauche,85140,46.828286388,-1.271365543
chauchigny,10170,48.426084841,3.981128669
chauconin neufmontiers,77124,48.972295956,2.831255098
chaudardes,2160,49.396446073,3.789258777
chaudebonne,26110,44.474916997,5.23866199
chaudefonds sur layon,49290,47.325532212,-0.722299295
chaudefontaine,51800,49.101073157,4.871928636
chaudenay,71150,46.914917721,4.794766012
chaudenay,52600,47.823040327,5.498572774
chaudenay la ville,21360,47.161921307,4.643928313
chaudenay le chateau,21360,47.179758123,4.642522175
chaudeney sur moselle,54200,48.654811116,5.924765374
chaudes aigues,15110,44.848533147,2.998525834
chaudeyrac,48170,44.641882128,3.751341984
chaudeyrolles,43430,44.946066507,4.196166887
chaudon,28210,48.654491957,1.493894368
chaudon norante,4330,43.991870662,6.317152817
chaudrey,10240,48.484233632,4.2436222
chaudun,2200,49.315257363,3.252722944
chauffailles,71170,46.206536879,4.341978005
chauffecourt,88500,48.333180615,6.155625057
chauffour les bailly,10110,48.185944844,4.309671693
chauffour les etrechy,91580,48.507449763,2.168740835
chauffour sur vell,19500,45.019408004,1.6711741610000002
chauffours,28120,48.394313114,1.337768558
chauffourt,52140,47.973023961,5.43590347
chauffry,77169,48.821576249,3.180787206
chaufour les bonnieres,78270,49.015757443,1.4853735
chaufour notre dame,72550,48.018718811,0.062987906
chaugey,21290,47.745545857,4.949646789
chaulgnes,58400,47.129164013,3.106886102
chaulhac,48140,44.920033138,3.265208594
chaulieu,50150,48.747649879,-0.860910296
chaulnes,80320,49.817537122,2.800941342
chaum,31440,42.94068474,0.665157852
chaumard,58120,47.145543718,3.913476649
chaume et courchamp,21610,47.580389843,5.360944654
chaume les baigneux,21450,47.632891917,4.573677446
chaumeil,19390,45.455064762,1.880286639
chaumercenne,70140,47.301894247,5.626737403
chaumergy,39230,46.842765291,5.474542412
chaumes en brie,77390,48.667432866,2.845179792
chaumes en retz,44680,47.149347861,-1.922021037
chaumesnil,10500,48.358168402,4.613675706
chaumont,18350,46.84150504,2.750197149
chaumont,89340,48.309873091,3.100724767
chaumont,52000,48.09789137,5.139827466
chaumont,61230,48.844390661,0.337805791
chaumont,74270,46.044700549,5.944847434
chaumont devant damvillers,55150,49.309690191,5.430931543
chaumont en vexin,60240,49.273296549,1.882098614
chaumont la ville,52150,48.144653362,5.648646635
chaumont le bois,21400,47.933853839,4.593057339
chaumont le bourg,63220,45.458499236,3.76577271
chaumont porcien,8220,49.648597313,4.238321952
chaumont sur aire,55260,48.925605185,5.2699109
chaumont sur loire,41150,47.465596563,1.19911924
chaumont sur tharonne,41600,47.613829918,1.923032592
chaumontel,95270,49.128484415,2.435953796
chaumot,58800,47.251871128,3.643272447
chaumot,89500,48.083053164,3.202386039
chaumousey,88390,48.173341601,6.332192875
chaumoux marcilly,18140,47.142210445,2.780150861
chaumussay,37350,46.876148271,0.8518974500000001
chaumuzy,51170,49.159706107,3.867950933
chaunac,17130,45.357109596,-0.359233578
chaunay,86510,46.205351125,0.158147689
chauny,2300,49.619538899,3.219139283
chauray,79180,46.351655479,-0.380973033
chauriat,63117,45.744037371,3.277588472
chaussan,69440,45.637282749,4.634037838
chaussenac,15700,45.176655084,2.272191331
chaussenans,39800,46.825064823,5.744764358
chausseterre,42430,45.901530237,3.771277496
chaussin,39120,46.973700098,5.402637719
chaussoy epagny,80250,49.72161416,2.328653098
chaussy,95710,49.113149518,1.703506273
chaussy,45480,48.162640983,1.993804788
chauvac laux montaux,26510,44.322265379,5.534292917
chauve,44320,47.158681264,-2.011810247
chauvency le chateau,55600,49.523084039,5.30820521
chauvency st hubert,55600,49.540031505,5.296893631
chauvigne,35490,48.37652357,-1.452166447
chauvigny,86300,46.554397396,0.678427423
chauvigny du perche,41270,47.959176267,1.078223905
chauvincourt provemont,27150,49.281000867,1.645251482
chauvirey le chatel,70500,47.786728049,5.743357406
chauvirey le vieil,70500,47.781339798,5.75801197
chauvoncourt,55300,48.892346867,5.497211143
chauvry,95560,49.053529118,2.269189772
chaux,21700,47.127485072,4.907818655
chaux,90330,47.712471205,6.838347376
chaux champagny,39110,46.884154623,5.879711162
chaux des crotenay,39150,46.66328688,5.957121204
chaux la lotiere,70190,47.382249102,5.967257731
chaux les passavant,25530,47.235648582,6.350494314
chaux les port,70170,47.71591424,6.045293335
chaux neuve,25240,46.655923344,6.152396562
chauzon,7120,44.491563996,4.344798631
chavagne,35310,48.056320452,-1.786547463
chavagnes en paillers,85250,46.895023049,-1.240444915
chavagnes les redoux,85390,46.710449071,-0.91515512
chavanac,19290,45.61971751,2.098961656
chavanat,23250,45.952015732,1.96663649
chavanatte,90100,47.582005305,7.070979024
chavanay,42410,45.419102162,4.728137881
chavanges,10330,48.516231011,4.566211455
chavaniac lafayette,43230,45.157128294,3.5850509
chavannaz,74270,46.050021869,6.016222482
chavanne,70400,47.559540759,6.657924138
chavannes,18190,46.863792765,2.401337047
chavannes,26260,45.103660246,4.924426332
chavannes les grands,90100,47.590260113,7.049503486
chavannes sur l etang,68210,47.639473275,7.031582325
chavannes sur reyssouze,1190,46.438056692,5.006564061
chavanod,74650,45.884463216,6.04991437
chavanoz,38230,45.769151115,5.172084772
chavaroux,63720,45.855893714,3.258677207
chaveignes,37120,47.02355787,0.351774111
chavelot,88150,48.227812673,6.430090836
chavenay,78450,48.848339195,1.982705704
chavencon,60240,49.186882192,1.992433871
chavenon,3440,46.422180164,2.951773198
chaveria,39270,46.499099971,5.557650289
chaveroche,19200,45.565091804,2.252398983
chaveyriat,1660,46.199364763,5.056028558
chavignon,2000,49.479022495,3.518689564
chavigny,2880,49.423064084,3.305405211
chavigny,54230,48.631311352,6.1340710210000005
chavigny bailleul,27220,48.87995466,1.196479373
chaville,92370,48.807476404,2.192088547
chavin,36200,46.561865648,1.611749419
chavonne,2370,49.407528707,3.562380284
chavot courcourt,51530,48.997876933,3.916303496
chavoy,50870,48.736226399,-1.334107848
chavroches,3220,46.353498507,3.596812328
chay,25440,47.033243816,5.861702592
chazay d azergues,69380,45.876174824,4.709085538
chaze sur argos,49500,47.614693647,-0.898244687
chazeaux,7110,44.595318348,4.298677117
chazelet,36170,46.507705829,1.433700593
chazelles,15500,45.106234025,3.327118482
chazelles,16380,45.645270382,0.365346418
chazelles,43300,45.022067151,3.490447909
chazelles sur albe,54450,48.588007918,6.770766299
chazelles sur lavieu,42560,45.542459644,4.002106609
chazelles sur lyon,42140,45.629042747,4.374038779
chazemais,3370,46.487207999,2.519660254
chazeuil,58700,47.27811588,3.403602022
chazeuil,21260,47.558356031,5.285555428
chazey bons,1300,45.800812797,5.673644385
chazey sur ain,1150,45.893242753,5.254787754
chazilly,21320,47.183366064,4.583110378
chazot,25430,47.32828307,6.539264417
checy,45430,47.902603593,2.023109107
chedigny,37310,47.222464903,0.992043161
chef boutonne,79110,46.115692589,-0.101220631
chef haut,88500,48.353538275,6.008460224
cheffes,49125,47.625779485,-0.519836541
cheffois,85390,46.678765331,-0.783037081
cheignieu la balme,1510,45.822895805,5.604830013
cheille,37190,47.240697139,0.422429245
cheilly les maranges,71150,46.892559263,4.666704937
chein dessus,31160,43.005078473,0.8752055999999999
cheissoux,87460,45.831722349,1.6381528310000002
cheix en retz,44640,47.181137469,-1.799307031
chelan,32140,43.351314833,0.544906094
chelers,62127,50.381642333,2.487585349
chelieu,38730,45.507987543,5.480147762
chelle debat,65350,43.29737209,0.239813888
chelle spou,65130,43.142512561,0.248359599
chelles,77500,48.883978399,2.597093098
chelles,60350,49.346844104,3.039397385
chelun,35640,47.85485826,-1.243524251
chemaudin et vaux,25770,47.225551432,5.889498722
chemaze,53200,47.778904933,-0.766285002
chemenot,39230,46.860362974,5.529335128
chemere le roi,53340,47.974187277,-0.445635667
chemery,41700,47.35815354,1.488116669
chemery chehery,8350,49.617410686,4.869503044
chemery les deux,57320,49.300420134,6.443753812
chemille en anjou,49120,47.220621251,-0.7045472660000001
chemille sur deme,37370,47.659014338,0.667426423
chemille sur indrois,37460,47.153756882,1.158960693
chemilli,61360,48.359452588,0.452467964
chemilly,70360,47.641973696,6.018472071
chemilly,3210,46.478562073,3.312075513
chemilly sur serein,89800,47.768147008,3.858018402
chemilly sur yonne,89250,47.89664311,3.557858592
chemin,39120,46.97667545,5.312859514
chemin d aisey,21400,47.733347532,4.5510790320000005
cheminas,7300,45.130463521,4.740743586
cheminon,51250,48.743609371,4.919873144
cheminot,57420,48.955930688,6.137409842
chemire en charnie,72540,48.053189796,-0.203250991
chemire le gaudin,72210,47.92856068,-0.012220091
chemy,59147,50.532149925,2.995447155
chenac st seurin d uzet,17120,45.497776749,-0.8345429550000001
chenailler mascheix,19120,45.060577684,1.824663767
chenas,69840,46.216941218,4.708256756
chenay,79120,46.330641373,-0.011600044
chenay,51140,49.301431184,3.925848517
chenay,72610,48.448390367,0.158831933
chenay le chatel,71340,46.228971245,3.938138271
chene bernard,39120,46.924670823,5.483133378
chene en semine,74270,46.049956483,5.858948255
chene sec,39230,46.856551247,5.443618049
